EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
4172.436035,4199.230957,4187.05127,4183.717772999999,4206.794922,4198.589844,4186.025879,4190.128418,4219.230957,4188.077147999999,4176.666504,4158.589844,4209.487305,4199.615234000001
4172.179688,4198.077147999999,4192.94873,4190.641113000001,4200.769043,4198.589844,4192.563965,4190.0,4215.384765999999,4186.538574,4186.538574,4166.922852000001,4221.282227000001,4208.846191
4175.512695,4198.717772999999,4194.230957,4184.358886999999,4207.563965,4199.358886999999,4193.461426,4199.358886999999,4220.512695,4186.538574,4187.692383,4170.384765999999,4221.922852000001,4212.307617
4182.692383,4204.487305,4194.743652,4189.230957,4219.871582,4198.974121,4195.641113000001,4201.794922,4228.846191,4198.333496,4187.307617,4170.384765999999,4211.922852000001,4214.487305
4187.179688,4209.743652,4199.615234000001,4202.307617,4216.153809,4198.974121,4200.0,4205.0,4230.769043,4204.102539,4189.230957,4170.0,4216.410156,4218.589844
4195.384765999999,4217.179688,4204.487305,4204.102539,4213.077147999999,4200.769043,4197.563965,4205.128418,4221.794922,4200.641113000001,4190.0,4169.871582,4235.384765999999,4220.897461
4197.436035,4215.384765999999,4202.05127,4199.358886999999,4216.410156,4200.256348,4195.0,4194.230957,4213.077147999999,4195.641113000001,4188.077147999999,4168.974121,4233.717772999999,4218.589844
4193.846191,4204.230957,4200.769043,4201.153809,4217.179688,4202.94873,4197.307617,4188.333496,4212.820313,4189.615234000001,4183.077147999999,4169.615234000001,4212.692383,4216.538574
4196.538574,4204.615234000001,4204.230957,4200.512695,4220.128418,4206.282227000001,4193.717772999999,4193.974121,4215.256348,4182.563965,4182.05127,4170.512695,4214.102539,4222.563965
4202.436035,4215.769043,4205.384765999999,4199.871582,4225.256348,4204.230957,4193.846191,4198.333496,4218.846191,4183.461426,4193.461426,4173.717772999999,4235.256348,4231.666504
4202.307617,4220.256348,4205.0,4212.563965,4229.487305,4209.102539,4198.333496,4201.282227000001,4221.666504,4188.589844,4202.94873,4177.179688,4236.538574,4232.563965
4201.794922,4216.025879,4204.230957,4218.333496,4232.436035,4213.205078,4189.358886999999,4198.333496,4219.102539,4185.384765999999,4199.230957,4174.615234000001,4228.333496,4228.974121
4204.615234000001,4212.94873,4204.487305,4208.974121,4223.717772999999,4206.794922,4186.794922,4197.307617,4222.94873,4187.94873,4199.615234000001,4174.230957,4233.589844,4231.410156
4203.846191,4209.487305,4205.384765999999,4200.384765999999,4209.102539,4198.589844,4201.282227000001,4204.358886999999,4229.871582,4190.256348,4202.563965,4178.333496,4234.487305,4235.512695
4197.436035,4202.820313,4201.538574,4200.0,4208.333496,4200.512695,4205.128418,4204.871582,4223.717772999999,4175.769043,4193.589844,4174.230957,4221.410156,4232.692383
4198.333496,4205.0,4199.487305,4204.871582,4216.025879,4211.410156,4200.0,4196.794922,4213.077147999999,4169.871582,4188.077147999999,4169.743652,4221.794922,4229.102539
4212.563965,4216.922852000001,4211.666504,4213.461426,4219.871582,4214.871582,4205.128418,4199.743652,4216.153809,4181.410156,4199.487305,4179.743652,4246.794922,4234.487305
4214.871582,4218.974121,4218.333496,4216.666504,4218.589844,4206.922852000001,4206.025879,4212.692383,4227.05127,4182.436035,4206.410156,4183.589844,4249.487305,4238.589844
4198.333496,4210.128418,4204.615234000001,4206.538574,4213.974121,4197.820313,4198.717772999999,4210.512695,4227.436035,4169.743652,4194.871582,4169.358886999999,4215.897461,4225.897461
4192.820313,4210.256348,4195.769043,4204.102539,4222.692383,4202.94873,4198.205078,4200.128418,4221.794922,4167.436035,4183.974121,4162.94873,4210.384765999999,4212.692383
4201.282227000001,4217.307617,4202.436035,4213.717772999999,4238.717772999999,4211.538574,4202.563965,4210.0,4228.846191,4178.077147999999,4191.025879,4170.897461,4221.025879,4221.025879
4199.358886999999,4215.512695,4203.717772999999,4214.743652,4231.153809,4211.794922,4202.307617,4219.358886999999,4236.666504,4184.102539,4198.589844,4172.692383,4198.077147999999,4231.153809
4198.974121,4212.563965,4202.563965,4217.436035,4220.128418,4212.94873,4197.692383,4203.589844,4226.538574,4182.179688,4195.512695,4167.820313,4186.538574,4228.717772999999
