0,1,2,3,4,5,6,7,8,9,10,11,12,13
4223.974,4043.59,4201.282,4158.718,4204.103,4126.026,4190.641,4390.897,4229.744,4219.744,4200.128,4204.744,4155.128,4138.462
4222.179,4045.128,4204.487,4155.769,4200.385,4119.487,4165.256,4387.692,4228.462,4216.795,4197.949,4206.026,4153.846,4142.821
4231.026,4055.513,4212.821,4165.897,4205.128,4118.077,4162.436,4393.59,4229.615,4226.923,4199.615,4215.641,4154.231,4153.974
4233.077,4060.385,4217.821,4170.256,4213.333,4122.436,4184.103,4409.103,4237.564,4235.128,4202.308,4217.436,4159.872,4157.564
4231.41,4063.462,4218.077,4168.718,4212.949,4124.872,4191.538,4427.051,4248.462,4237.308,4202.692,4215.256,4170.256,4158.718
4235.641,4072.179,4221.026,4174.359,4215.385,4123.205,4181.795,4434.872,4254.872,4239.615,4203.846,4218.205,4173.59,4165.641
4235.0,4069.615,4219.744,4172.308,4209.744,4120.385,4182.821,4427.308,4248.077,4231.538,4199.359,4212.179,4168.59,4162.051
4231.41,4066.538,4213.333,4166.795,4198.333,4127.949,4196.41,4423.718,4239.615,4230.0,4195.769,4205.128,4172.051,4158.974
4232.949,4081.282,4213.718,4173.846,4204.744,4140.385,4201.795,4430.641,4243.974,4240.769,4205.641,4211.154,4178.846,4167.564
4232.436,4089.103,4218.974,4178.462,4218.846,4141.795,4198.718,4430.769,4250.256,4238.59,4216.538,4219.231,4174.744,4173.333
4223.077,4081.41,4217.436,4169.615,4219.487,4140.256,4203.462,4425.897,4246.41,4230.128,4211.923,4216.538,4164.231,4172.051
4214.231,4082.051,4207.308,4165.641,4212.692,4144.487,4208.205,4433.718,4242.692,4232.564,4202.436,4206.923,4155.385,4166.41
4217.308,4095.513,4201.538,4175.641,4211.026,4142.949,4194.615,4445.128,4246.026,4233.077,4206.026,4201.154,4153.462,4158.59
4221.795,4112.692,4208.462,4184.487,4212.949,4135.513,4178.846,4444.487,4248.205,4225.897,4212.692,4201.154,4161.667,4158.205
4218.59,4123.462,4217.821,4181.923,4214.103,4134.744,4180.128,4442.821,4249.487,4226.538,4215.0,4203.718,4171.154,4167.821
4217.179,4122.564,4216.538,4175.641,4213.462,4137.179,4186.923,4445.641,4249.872,4231.154,4221.282,4203.462,4170.769,4171.154
4215.256,4127.051,4208.846,4173.077,4215.128,4135.256,4186.538,4443.205,4251.923,4228.59,4230.769,4203.462,4168.718,4169.103
