0,1,2,3,4,5,6,7,8,9,10,11,12,13
4198.077,4179.231,4204.103,4185.513,4217.436,4210.513,4231.026,4214.615,4201.026,4206.026,4195.641,4192.179,4154.231,4196.41
4188.974,4175.641,4199.872,4180.0,4216.538,4220.513,4225.641,4244.872,4212.179,4219.359,4200.256,4194.359,4157.564,4192.308
4192.692,4187.692,4206.026,4175.769,4229.359,4225.0,4225.769,4248.333,4223.462,4238.718,4209.103,4202.692,4169.487,4217.051
4196.154,4191.154,4210.641,4178.333,4236.667,4223.205,4228.333,4233.846,4221.923,4244.615,4212.564,4206.154,4173.077,4238.59
4196.154,4185.897,4208.718,4178.59,4229.615,4217.051,4223.462,4236.154,4216.667,4239.359,4213.59,4210.385,4172.051,4234.231
4205.385,4192.821,4214.487,4177.949,4222.051,4214.359,4223.718,4255.769,4218.846,4245.769,4218.846,4218.333,4176.923,4233.974
4216.41,4200.256,4221.41,4182.949,4219.872,4212.436,4223.333,4259.103,4218.846,4253.846,4222.949,4222.564,4181.154,4248.205
4220.385,4202.949,4221.026,4186.667,4221.667,4205.513,4199.231,4239.359,4212.179,4255.897,4225.0,4223.333,4188.333,4259.103
4219.103,4208.333,4220.897,4182.436,4225.128,4200.385,4178.205,4214.615,4203.974,4256.41,4222.051,4222.821,4192.821,4258.077
4213.205,4204.359,4219.103,4173.974,4221.154,4198.846,4185.256,4199.615,4199.487,4249.487,4214.359,4218.846,4185.0,4258.077
4208.59,4192.308,4217.692,4173.974,4216.795,4195.897,4199.103,4208.462,4204.872,4244.231,4214.744,4217.308,4180.128,4276.026
4211.795,4190.641,4221.282,4181.154,4222.692,4201.282,4212.179,4233.974,4211.282,4245.0,4218.974,4220.128,4182.436,4285.513
4213.974,4199.615,4223.333,4181.026,4228.077,4210.385,4220.641,4244.231,4211.667,4247.564,4217.949,4221.282,4180.641,4267.821
4216.538,4205.256,4225.513,4177.308,4226.538,4210.769,4215.641,4235.769,4212.436,4255.897,4219.872,4225.385,4181.923,4253.205
4220.513,4201.538,4231.026,4181.154,4226.41,4210.897,4212.949,4230.897,4215.0,4261.41,4224.487,4231.154,4188.077,4245.385
4215.641,4195.0,4230.641,4181.026,4223.718,4210.256,4220.128,4235.256,4216.282,4254.231,4222.564,4230.641,4184.744,4239.872
4210.256,4196.41,4226.923,4177.179,4217.821,4206.41,4222.949,4248.59,4216.41,4249.872,4219.615,4229.231,4179.744,4249.872
4216.667,4203.462,4233.333,4183.718,4221.538,4211.282,4216.795,4250.128,4215.128,4251.667,4221.282,4234.615,4182.821,4260.513
4221.41,4205.641,4241.026,4191.923,4231.41,4219.615,4210.769,4240.128,4215.385,4252.308,4222.821,4236.795,4185.897,4258.077
4218.462,4208.333,4237.692,4194.359,4235.513,4217.692,4211.154,4244.872,4219.359,4257.436,4222.949,4234.359,4187.308,4266.026
4223.846,4216.538,4233.718,4196.923,4242.949,4214.103,4214.359,4239.615,4218.462,4256.026,4218.718,4235.897,4186.154,4277.308
4235.897,4212.821,4232.692,4194.359,4245.513,4213.59,4209.744,4212.436,4212.308,4240.385,4212.179,4231.667,4179.231,4267.436
4239.872,4201.154,4226.923,4188.205,4232.564,4208.462,4204.487,4205.769,4207.949,4229.231,4212.308,4217.436,4177.436,4252.436
4237.692,4200.513,4218.077,4189.231,4223.462,4204.615,4209.487,4223.333,4205.513,4223.333,4214.103,4208.462,4178.718,4243.205
4238.462,4203.077,4214.103,4192.308,4224.872,4200.256,4205.385,4220.256,4203.333,4215.513,4211.154,4209.487,4173.718,4234.231
4244.487,4202.692,4219.103,4192.692,4223.846,4195.897,4195.256,4207.564,4201.538,4215.513,4209.615,4213.333,4171.282,4223.462
4250.385,4206.667,4227.821,4192.949,4220.513,4195.641,4199.744,4216.026,4201.41,4218.846,4214.103,4221.282,4176.41,4215.897
4251.154,4203.333,4230.897,4187.949,4221.41,4196.026,4207.564,4226.667,4202.692,4217.308,4215.769,4230.128,4177.564,4217.821
4245.513,4187.949,4226.154,4180.769,4218.974,4198.718,4207.436,4222.308,4200.256,4216.795,4209.487,4226.026,4172.564,4225.0
4238.077,4186.154,4218.846,4180.769,4213.333,4204.872,4206.538,4219.487,4196.154,4218.974,4205.641,4216.282,4169.103,4230.769
4238.718,4197.051,4213.205,4185.0,4218.718,4214.872,4215.769,4223.077,4202.308,4224.487,4209.872,4218.333,4168.59,4233.846
4240.128,4190.769,4212.949,4182.564,4227.949,4220.128,4229.487,4219.744,4209.359,4227.308,4210.641,4220.0,4166.923,4235.897
4234.615,4177.821,4214.359,4178.077,4228.462,4214.359,4223.077,4216.154,4205.897,4224.487,4203.974,4212.179,4163.846,4230.641
4236.026,4180.897,4213.077,4181.795,4226.41,4217.179,4207.564,4220.513,4206.026,4229.359,4204.359,4212.692,4167.051,4222.821
4241.795,4186.795,4211.667,4186.026,4226.923,4227.564,4212.692,4225.897,4211.026,4236.923,4211.154,4218.846,4173.846,4226.923
4233.462,4179.103,4211.154,4184.359,4226.282,4223.077,4223.077,4226.538,4208.077,4228.974,4209.359,4214.359,4170.769,4231.154
4228.718,4171.667,4212.179,4183.205,4226.923,4217.821,4216.282,4224.231,4200.897,4221.795,4206.923,4210.641,4166.923,4222.308
4235.256,4175.128,4208.59,4184.615,4222.949,4222.308,4206.026,4224.744,4202.051,4232.308,4215.513,4215.769,4173.333,4215.128
4233.846,4179.615,4205.128,4182.821,4215.513,4217.949,4205.128,4224.103,4207.051,4237.436,4220.641,4217.051,4178.462,4215.897
4227.308,4174.744,4208.205,4175.128,4214.615,4209.872,4206.538,4205.385,4204.103,4225.0,4210.385,4212.949,4171.282,4208.59
4223.974,4159.231,4207.949,4169.615,4209.744,4209.487,4211.41,4196.154,4197.692,4208.205,4199.487,4210.128,4159.872,4195.128
4223.59,4155.256,4206.538,4177.051,4206.41,4211.667,4213.59,4220.385,4199.359,4209.359,4205.0,4213.846,4161.282,4197.821
4231.41,4171.282,4215.385,4189.103,4219.615,4218.59,4214.231,4229.872,4207.564,4233.59,4218.205,4225.769,4176.41,4206.538
4234.103,4178.462,4217.051,4186.41,4232.692,4224.359,4225.0,4210.128,4207.436,4245.128,4218.846,4227.436,4183.205,4197.308
4222.821,4173.462,4205.256,4181.154,4232.949,4226.154,4225.897,4208.846,4206.41,4236.026,4211.282,4212.564,4177.692,4179.359
4221.795,4178.718,4201.154,4191.154,4235.513,4237.179,4219.487,4233.462,4215.769,4238.462,4213.333,4204.615,4177.564,4181.923
4230.0,4186.41,4205.256,4195.641,4240.641,4247.692,4235.385,4252.949,4222.436,4250.128,4218.077,4210.385,4181.154,4199.359
4230.256,4187.308,4204.744,4186.41,4242.179,4239.103,4239.103,4250.897,4217.308,4249.103,4216.026,4213.077,4180.513,4203.59
4233.718,4188.333,4204.487,4185.385,4242.051,4227.051,4208.333,4236.923,4212.436,4243.462,4215.897,4212.436,4182.949,4195.897
4241.923,4181.795,4208.333,4190.0,4234.615,4222.564,4201.667,4230.769,4216.41,4243.59,4215.897,4215.641,4184.487,4193.974
4245.641,4171.282,4215.128,4187.692,4225.769,4215.513,4224.744,4242.949,4217.692,4242.949,4213.462,4222.436,4180.769,4202.308
4251.923,4177.821,4222.821,4191.282,4226.026,4211.026,4222.179,4242.436,4210.0,4242.051,4218.59,4231.154,4185.641,4212.436
4261.795,4194.872,4227.821,4201.538,4231.154,4214.359,4211.923,4213.462,4201.026,4240.0,4225.513,4233.846,4195.256,4210.641
4261.667,4199.103,4228.59,4201.667,4236.026,4214.744,4220.769,4195.897,4196.026,4231.026,4221.282,4229.231,4193.718,4204.231
4260.128,4197.051,4228.846,4198.077,4240.0,4213.974,4218.077,4205.256,4197.308,4221.667,4214.615,4226.026,4187.436,4212.179
4259.359,4198.718,4227.436,4194.359,4240.641,4220.0,4205.641,4215.256,4200.385,4219.359,4216.026,4223.59,4185.513,4207.821
4245.769,4192.692,4220.0,4185.0,4239.615,4226.667,4210.897,4216.154,4202.179,4220.641,4215.128,4218.205,4182.564,4172.564
4232.308,4183.718,4210.0,4179.359,4241.282,4230.256,4220.513,4222.821,4207.308,4222.436,4211.41,4213.718,4180.513,4147.821
4233.205,4180.0,4207.949,4177.436,4241.026,4234.231,4217.051,4232.051,4215.256,4228.205,4213.462,4213.077,4181.41,4153.077
4228.974,4170.641,4203.718,4167.308,4234.487,4234.615,4221.154,4239.359,4218.462,4232.051,4212.308,4209.615,4176.795,4150.256
4216.667,4160.769,4192.308,4162.692,4227.051,4231.154,4233.462,4245.0,4214.487,4227.308,4203.974,4201.154,4172.051,4134.359
4218.974,4164.487,4191.538,4170.0,4222.051,4227.949,4229.359,4240.385,4213.59,4228.333,4204.872,4201.282,4176.667,4134.487
4232.949,4176.41,4205.0,4174.872,4222.564,4227.436,4220.769,4235.897,4218.333,4237.436,4215.256,4213.974,4183.718,4163.205
4243.205,4190.513,4215.0,4177.821,4231.667,4225.0,4219.359,4229.359,4216.41,4237.564,4219.872,4221.154,4185.897,4204.615
4250.128,4203.974,4219.231,4188.974,4238.718,4222.179,4217.564,4215.897,4204.744,4226.667,4220.385,4220.128,4187.308,4227.179
4255.769,4212.564,4226.795,4201.154,4238.974,4224.487,4214.103,4210.769,4198.974,4220.897,4223.846,4229.487,4192.949,4233.59
4258.333,4220.897,4231.41,4204.744,4242.179,4224.103,4206.538,4215.897,4204.872,4224.231,4228.205,4240.513,4199.615,4242.949
4260.128,4231.154,4231.026,4209.487,4250.385,4219.231,4198.333,4217.949,4205.897,4222.821,4232.436,4237.051,4200.769,4251.923
4257.179,4229.744,4228.205,4214.231,4249.487,4220.385,4203.333,4212.308,4199.487,4214.359,4227.179,4227.692,4193.718,4246.923
4243.077,4209.872,4217.692,4204.744,4236.026,4230.0,4216.795,4211.026,4197.949,4206.795,4214.231,4219.615,4182.179,4229.487
