0,1,2,3,4,5,6,7,8,9,10,11,12,13
4214.744,4215.513,4240.641,4266.667,4217.564,4188.974,4163.718,4272.308,4185.513,4301.026,4259.615,4207.564,4225.385,4225.641
4203.59,4204.744,4232.821,4252.821,4210.769,4198.846,4182.692,4272.821,4174.103,4276.41,4241.538,4195.769,4212.179,4212.436
4183.462,4190.641,4217.051,4226.538,4198.077,4200.641,4205.641,4282.821,4173.462,4261.667,4226.282,4188.462,4196.282,4205.769
4189.103,4200.256,4223.846,4235.769,4204.487,4197.564,4188.59,4269.872,4176.795,4272.692,4235.0,4197.051,4212.436,4219.359
4196.282,4197.179,4228.462,4245.128,4200.0,4199.103,4183.205,4258.718,4171.667,4264.231,4233.077,4193.974,4216.026,4222.821
4189.359,4188.718,4221.538,4235.513,4178.462,4189.872,4194.872,4259.615,4168.077,4249.744,4222.051,4188.974,4192.564,4210.385
4182.308,4193.333,4220.769,4229.872,4180.0,4182.051,4193.59,4257.308,4168.718,4249.744,4218.077,4196.923,4180.769,4208.846
4187.692,4197.308,4230.769,4234.359,4194.872,4184.103,4189.615,4261.282,4176.026,4256.41,4222.308,4200.513,4195.128,4218.974
4194.872,4195.256,4234.103,4239.615,4187.692,4184.615,4186.795,4263.59,4181.026,4257.821,4227.436,4197.051,4200.128,4220.256
4189.744,4188.974,4223.462,4233.718,4179.231,4185.897,4185.128,4252.821,4175.513,4258.718,4226.026,4198.718,4190.0,4212.821
4184.103,4185.641,4218.333,4226.026,4188.205,4190.256,4191.667,4246.41,4171.154,4267.436,4223.846,4198.718,4191.538,4211.282
4178.846,4175.897,4214.615,4224.231,4187.821,4188.974,4195.897,4242.308,4171.154,4260.385,4212.949,4190.0,4190.0,4210.385
4169.487,4166.41,4206.923,4219.872,4175.897,4181.538,4189.615,4238.205,4168.974,4243.718,4194.359,4182.692,4173.974,4206.667
4172.564,4174.487,4209.487,4222.051,4176.026,4189.231,4195.128,4241.923,4168.974,4249.103,4194.231,4187.436,4171.41,4212.308
4186.282,4178.59,4219.231,4229.103,4184.231,4205.0,4206.795,4242.436,4172.308,4261.795,4213.718,4197.949,4188.077,4219.872
4187.051,4167.949,4218.974,4221.795,4185.385,4204.103,4196.923,4235.897,4172.564,4264.359,4218.59,4201.154,4188.846,4219.872
4184.615,4173.462,4218.846,4218.718,4183.59,4196.282,4186.282,4235.256,4174.487,4269.487,4211.282,4201.667,4182.692,4220.769
4185.897,4191.538,4225.385,4230.897,4187.436,4195.513,4195.256,4233.205,4175.769,4272.692,4215.256,4202.821,4190.897,4219.487
4176.154,4187.692,4219.103,4231.923,4190.769,4195.641,4201.154,4224.231,4172.692,4265.641,4211.538,4195.385,4190.0,4212.308
4171.538,4178.718,4212.436,4222.692,4189.487,4200.0,4197.692,4223.205,4172.949,4261.026,4201.538,4188.205,4180.897,4211.154
4175.385,4176.538,4217.179,4218.846,4189.103,4205.897,4196.923,4221.667,4174.744,4257.692,4205.0,4190.769,4187.692,4215.897
4171.154,4170.0,4217.179,4222.821,4185.128,4198.462,4193.718,4210.513,4171.026,4246.795,4207.949,4190.128,4187.564,4213.974
4168.333,4170.128,4209.744,4227.051,4182.051,4195.513,4192.179,4207.564,4167.436,4236.41,4199.744,4182.179,4165.769,4210.769
4171.538,4174.872,4208.974,4224.359,4189.872,4209.872,4197.564,4212.308,4176.026,4245.256,4202.692,4181.667,4162.692,4210.769
4170.385,4172.051,4210.769,4219.872,4195.641,4210.769,4193.462,4207.051,4180.385,4259.231,4211.282,4185.769,4183.462,4209.359
4167.949,4169.359,4205.0,4221.41,4189.103,4199.359,4189.744,4197.564,4173.205,4258.718,4204.231,4183.846,4188.718,4208.077
4168.205,4174.872,4202.949,4224.103,4186.923,4207.821,4202.179,4200.641,4173.462,4250.385,4200.513,4183.077,4183.846,4206.923
4172.308,4177.949,4211.41,4230.0,4193.462,4223.333,4204.872,4206.282,4180.897,4249.487,4209.872,4189.872,4186.667,4210.897
4182.564,4182.949,4220.513,4237.436,4194.359,4213.718,4196.538,4203.077,4181.795,4260.0,4218.59,4198.846,4190.0,4221.282
4183.462,4183.333,4222.692,4233.077,4195.897,4198.333,4199.231,4197.949,4180.769,4267.179,4220.256,4202.179,4186.41,4227.051
4177.821,4173.974,4224.487,4229.487,4201.795,4208.333,4204.231,4197.051,4183.846,4262.821,4222.308,4199.359,4179.103,4223.205
4185.385,4177.692,4231.282,4241.282,4200.0,4222.179,4203.462,4194.615,4183.205,4259.615,4230.385,4201.154,4189.103,4220.769
4188.333,4186.538,4231.795,4241.41,4198.205,4213.59,4201.41,4187.949,4181.154,4261.282,4232.949,4206.667,4195.256,4221.154
