EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
4218.974121,4198.589844,4213.974121,4211.025879,4227.436035,4206.538574,4195.128418,4198.205078,4207.179688,4199.615234000001,4192.179688,3941.281982,4186.666504,4186.538574
4218.205078,4198.333496,4211.025879,4210.256348,4239.871582,4211.025879,4188.333496,4204.230957,4203.333496,4187.05127,4183.333496,3935.384521,4170.512695,4179.358886999999
4226.025879,4210.897461,4224.871582,4215.641113000001,4225.384765999999,4193.205078,4201.025879,4207.436035,4216.025879,4205.128418,4195.0,3951.794922,4190.641113000001,4190.641113000001
4225.769043,4214.615234000001,4226.282227000001,4219.615234000001,4209.487305,4184.487305,4211.025879,4208.974121,4223.077147999999,4221.153809,4202.436035,3962.5642090000006,4204.230957,4198.077147999999
4210.512695,4204.102539,4209.743652,4216.410156,4218.717772999999,4205.0,4207.179688,4199.615234000001,4213.846191,4211.282227000001,4187.692383,3951.1538090000004,4186.666504,4185.128418
4209.230957,4204.230957,4210.384765999999,4213.333496,4221.666504,4205.256348,4216.025879,4212.563965,4217.307617,4213.461426,4187.94873,3957.4357909999994,4185.128418,4178.589844
4221.282227000001,4211.922852000001,4221.153809,4211.410156,4215.897461,4198.205078,4224.230957,4227.179688,4224.615234000001,4227.436035,4202.179688,3973.5898439999996,4199.487305,4186.153809
4219.871582,4207.436035,4213.205078,4204.615234000001,4222.692383,4213.717772999999,4206.025879,4219.743652,4216.153809,4219.358886999999,4195.256348,3973.076904,4191.922852000001,4186.794922
4217.05127,4199.615234000001,4208.974121,4203.717772999999,4215.897461,4211.282227000001,4203.205078,4241.794922,4217.692383,4216.153809,4191.538574,3990.641113,4187.820313,4185.512695
4223.205078,4201.794922,4218.077147999999,4210.0,4205.897461,4197.563965,4224.743652,4253.333496,4225.641113000001,4227.94873,4205.769043,4018.974365,4199.487305,4190.0
4212.94873,4198.846191,4207.307617,4205.897461,4214.871582,4203.846191,4211.538574,4198.589844,4213.205078,4217.179688,4197.436035,4007.3076170000004,4190.384765999999,4182.563965
4194.487305,4190.0,4187.94873,4198.717772999999,4220.897461,4218.461426,4179.487305,4160.256348,4198.333496,4190.769043,4172.179688,3983.461426,4168.077147999999,4167.692383
4197.820313,4196.153809,4193.846191,4205.897461,4224.487305,4214.358886999999,4188.974121,4177.563965,4202.436035,4184.743652,4170.512695,3990.256348,4168.461426,4168.974121
4216.282227000001,4207.05127,4211.410156,4217.563965,4224.871582,4197.179688,4214.102539,4210.897461,4217.94873,4203.205078,4189.743652,4011.538574,4188.974121,4181.666504
4218.717772999999,4205.0,4207.820313,4212.307617,4217.563965,4203.846191,4204.743652,4217.436035,4220.256348,4216.666504,4197.692383,4013.974365,4198.077147999999,4183.846191
4211.922852000001,4202.179688,4196.282227000001,4203.974121,4216.922852000001,4212.692383,4192.692383,4209.871582,4211.922852000001,4215.641113000001,4196.153809,4007.9487299999996,4196.794922,4179.358886999999
4219.230957,4210.0,4204.871582,4212.05127,4218.717772999999,4203.461426,4207.563965,4211.282227000001,4219.102539,4223.077147999999,4203.333496,4017.0512700000004,4203.846191,4184.358886999999
