title:15_data_label0, start timestamp:1589527420.272988, stop timestamp:1589527458.095777, headset type:EPOCPLUS, headset serial:4A2C1027, headset firmware:633, subject name:Gosha, channels:50, sampling rate:eeg_128;mot_32, samples:4834      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall,MOT.CounterMems,MOT.InterpolatedMems,MOT.Q0,MOT.Q1,MOT.Q2,MOT.Q3,MOT.AccX,MOT.AccY,MOT.AccZ,MOT.MagX,MOT.MagY,MOT.MagZ
1589527420.272988,73.000000,0.000000,4219.230957,4200.897461,4216.666504,4202.051270,4228.333496,4206.666504,4210.384766,4202.563965,4209.230957,4215.256348,4223.974121,4222.948730,4107.307617,4224.102539,3524.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,
1589527420.280714,74.000000,0.000000,4213.589844,4196.922852,4209.358887,4201.794922,4221.410156,4200.769043,4205.000000,4199.487305,4204.743652,4205.897461,4216.025879,4216.666504,4073.718018,4222.563965,3259.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,
1589527420.288641,75.000000,0.000000,4212.307617,4189.102539,4204.102539,4196.794922,4224.102539,4200.641113,4205.000000,4201.666504,4204.615234,4206.282227,4211.666504,4213.846191,4108.717773,4218.846191,3198.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,
1589527420.296568,76.000000,0.000000,4215.256348,4184.871582,4209.871582,4194.358887,4222.563965,4202.692383,4206.410156,4198.205078,4204.358887,4212.307617,4215.897461,4215.512695,4145.769043,4236.666504,3414.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,19.000000,0.000000,0.446092,-0.395569,-0.609924,-0.522034,0.942885,0.279301,-0.060060,-86.433205,-113.499657,33.197529
1589527420.304396,77.000000,0.000000,4214.743652,4190.641113,4208.589844,4197.436035,4220.384766,4200.897461,4199.743652,4187.307617,4194.743652,4206.666504,4212.692383,4216.153809,4127.051270,4251.153809,3376.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,
1589527420.312224,78.000000,0.000000,4218.974121,4200.128418,4207.436035,4202.436035,4227.948730,4198.333496,4196.666504,4189.102539,4195.897461,4205.641113,4212.179688,4219.358887,4143.974121,4247.820313,3259.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,
1589527420.320150,79.000000,0.000000,4225.512695,4204.230957,4219.358887,4206.282227,4233.589844,4202.820313,4201.538574,4200.641113,4207.051270,4218.846191,4219.102539,4220.897461,4200.897461,4249.487305,3198.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,
1589527420.327977,80.000000,0.000000,4224.487305,4202.692383,4223.333496,4212.051270,4232.436035,4209.743652,4198.974121,4205.128418,4208.846191,4222.563965,4220.769043,4219.358887,4198.589844,4251.025879,3414.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,20.000000,0.000000,0.446135,-0.395508,-0.609985,-0.521973,0.932631,0.288579,-0.057130,-85.386436,-113.350121,33.047989
1589527420.335903,81.000000,0.000000,4220.256348,4200.256348,4213.077148,4214.230957,4234.487305,4207.051270,4188.205078,4196.410156,4199.871582,4208.205078,4213.461426,4215.384766,4168.846191,4245.128418,3376.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,
1589527420.343729,82.000000,0.000000,4219.102539,4199.871582,4208.205078,4206.153809,4233.974121,4201.153809,4186.538574,4185.256348,4192.563965,4201.922852,4204.743652,4208.333496,4170.512695,4243.846191,3259.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,100.000000,,,,,,,,,,,,
