0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,4208.333,4171.795,4211.795,4197.821,4211.923,4203.205,4225.256,4213.974,4187.949,4202.949,4196.923,4192.308,4200.897,4204.744,1_0
0,4209.487,4171.154,4217.949,4198.974,4219.615,4205.641,4219.103,4210.385,4193.205,4205.769,4196.667,4198.59,4203.333,4207.821,1_0
0,4202.692,4157.692,4210.641,4187.564,4212.051,4199.231,4215.513,4203.974,4187.179,4206.923,4190.513,4188.974,4200.256,4203.974,1_0
0,4199.744,4152.692,4202.051,4182.179,4213.205,4201.923,4220.256,4205.897,4182.179,4192.692,4185.128,4179.487,4193.974,4200.0,1_0
0,4203.974,4156.41,4201.026,4188.333,4229.103,4202.179,4222.308,4210.513,4190.641,4194.872,4186.667,4181.026,4194.615,4199.744,1_0
0,4202.308,4151.154,4198.59,4186.795,4240.0,4191.41,4217.308,4206.154,4200.0,4215.513,4193.333,4182.179,4199.231,4200.513,1_0
0,4194.487,4145.897,4195.513,4183.846,4235.385,4192.949,4213.974,4201.923,4192.692,4215.256,4192.051,4178.59,4193.462,4199.231,1_0
0,4198.718,4147.308,4200.897,4187.564,4220.769,4198.846,4212.436,4206.282,4186.026,4202.179,4189.487,4180.0,4192.179,4201.41,1_0
0,4204.615,4142.949,4201.667,4185.897,4219.744,4195.128,4213.718,4207.308,4186.282,4197.692,4190.128,4177.564,4198.974,4201.154,1_0
0,4198.59,4139.231,4195.385,4182.692,4230.128,4199.103,4220.385,4206.667,4187.821,4194.872,4187.051,4168.974,4190.128,4199.103,1_0
0,4197.821,4144.487,4199.872,4190.513,4226.538,4203.59,4225.128,4218.333,4206.154,4205.0,4194.744,4173.846,4183.462,4201.154,1_0
0,4201.154,4142.436,4206.282,4195.385,4220.513,4198.205,4224.359,4223.462,4220.513,4219.744,4205.385,4183.846,4192.051,4200.769,1_0
0,4199.359,4133.077,4201.41,4185.128,4226.026,4196.026,4223.077,4208.077,4203.077,4208.077,4194.231,4177.949,4190.385,4198.205,1_0
0,4199.872,4134.744,4199.487,4182.308,4226.538,4197.564,4223.333,4206.667,4195.0,4206.923,4187.051,4174.744,4186.154,4200.769,1_0
0,4201.538,4138.974,4202.821,4188.333,4217.051,4195.897,4221.41,4218.462,4209.359,4220.769,4195.897,4182.308,4193.333,4203.974,1_0
0,4195.128,4132.179,4200.897,4183.59,4213.077,4193.974,4215.128,4210.641,4203.974,4209.487,4189.615,4180.128,4188.846,4199.872,1_0
0,4192.692,4129.231,4200.897,4178.846,4213.718,4195.256,4215.769,4200.385,4190.256,4196.795,4182.051,4173.205,4179.615,4197.051,1_0
0,4197.179,4128.974,4202.436,4180.128,4210.385,4200.641,4221.026,4206.795,4194.615,4197.949,4189.487,4174.359,4183.333,4199.359,1_0
0,4196.41,4122.692,4200.641,4179.103,4212.692,4203.59,4213.462,4211.923,4201.282,4195.641,4189.103,4178.077,4182.308,4200.128,1_0
0,4198.333,4121.923,4201.538,4179.359,4219.872,4202.949,4210.385,4212.308,4205.769,4205.641,4187.436,4182.308,4181.41,4200.641,1_0
0,4201.154,4128.333,4206.538,4184.872,4221.282,4209.615,4223.974,4216.795,4212.308,4224.359,4198.59,4186.026,4195.385,4203.333,1_0
0,4195.897,4130.769,4204.744,4185.769,4221.795,4209.744,4224.615,4214.744,4210.256,4215.641,4200.897,4181.667,4197.949,4202.436,1_0
0,4193.077,4129.103,4196.154,4184.615,4224.615,4197.051,4215.128,4211.026,4206.795,4202.692,4194.872,4175.385,4192.308,4198.462,1_0
0,4196.667,4130.256,4197.821,4191.154,4226.41,4197.564,4217.051,4216.667,4213.333,4210.128,4202.051,4181.026,4201.41,4201.026,1_0
0,4197.051,4133.846,4204.615,4193.59,4225.513,4208.59,4213.077,4213.333,4214.231,4208.333,4209.487,4185.385,4201.923,4203.462,1_0
0,4191.667,4132.821,4202.564,4187.179,4227.564,4208.59,4209.487,4204.359,4209.103,4201.667,4203.718,4180.256,4190.385,4199.744,1_0
