0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,4179.359,3801.795,4181.667,4193.205,4206.154,4190.0,4197.179,4174.615,4172.179,4197.436,4180.769,4135.897,4168.59,4175.385,1_0
0,4192.436,3808.974,4187.9490000000005,4196.795,4215.897,4200.255999999999,4206.154,4185.385,4188.718,4205.513,4205.769,4158.077,4194.487,4193.974,1_0
0,4189.872,3801.1540000000005,4184.744000000001,4192.564,4192.564,4192.9490000000005,4203.077,4187.821,4174.744000000001,4192.179,4215.769,4160.897,4198.462,4199.872,1_0
0,4186.026,3800.0,4185.641,4194.103,4211.538,4193.718,4203.974,4187.9490000000005,4176.282,4205.0,4205.641,4157.692,4193.205,4199.487,1_0
0,4197.0509999999995,3815.0,4192.179,4207.0509999999995,4245.769,4211.795,4216.667,4195.769,4212.9490000000005,4233.974,4211.923,4168.846,4199.615,4204.615,1_0
0,4197.9490000000005,3815.256,4188.205,4208.333,4221.41,4209.103,4212.9490000000005,4191.154,4209.615,4220.128,4213.462,4164.872,4196.923,4200.0,1_0
0,4192.692,3806.026,4186.026,4198.846,4201.026,4204.744000000001,4203.974,4190.513,4189.872,4208.846,4206.667,4157.821,4193.974,4199.615,1_0
0,4198.077,3809.8720000000003,4192.821,4197.564,4219.103,4212.0509999999995,4208.974,4201.41,4201.282,4233.077,4214.872,4170.769,4202.692,4208.205,1_0
0,4196.41,3802.821,4189.872,4196.667,4215.385,4201.282,4206.154,4196.282,4198.59,4225.385,4210.128,4172.179,4193.846,4203.205,1_0
0,4187.692,3791.41,4183.974,4193.59,4196.667,4196.923,4203.205,4192.436,4191.282,4196.667,4202.821,4163.462,4181.538,4198.846,1_0
0,4187.0509999999995,3795.513,4184.359,4196.538,4196.154,4206.667,4207.564,4195.385,4202.821,4198.462,4215.128,4168.846,4188.974,4201.154,1_0
0,4178.59,3790.7690000000002,4177.436,4187.308,4199.744000000001,4182.308,4190.513,4177.436,4189.744000000001,4193.718,4192.179,4157.0509999999995,4174.103,4182.692,1_0
0,4168.333,3783.974,4172.9490000000005,4181.538,4202.0509999999995,4153.462,4174.872,4164.487,4155.255999999999,4172.179,4157.308,4133.077,4141.795,4167.308,1_0
0,4184.231,3799.615,4185.0,4200.769,4206.667,4181.667,4201.795,4191.538,4170.769,4190.897,4185.0,4151.41,4160.255999999999,4190.641,1_0
0,4203.846,3810.385,4189.231,4210.897,4211.667,4218.333,4221.282,4211.154,4212.692,4232.436,4221.154,4180.128,4200.255999999999,4211.795,1_0
0,4201.154,3807.949,4184.872,4199.487,4217.308,4207.179,4199.487,4194.872,4206.538,4223.846,4219.103,4178.077,4206.667,4208.462,1_0
0,4199.744000000001,3815.385,4188.077,4200.897,4212.436,4188.333,4190.0,4188.59,4190.641,4194.872,4214.231,4175.897,4197.821,4208.718,1_0
0,4206.026,3820.897,4188.462,4215.513,4192.692,4196.282,4204.872,4196.667,4201.41,4212.821,4210.769,4177.9490000000005,4189.744000000001,4212.0509999999995,1_0
0,4204.103,3818.718,4185.769,4216.41,4185.0,4210.769,4209.103,4195.385,4210.255999999999,4238.846,4212.308,4173.846,4193.718,4212.179,1_0
0,4192.821,3813.8459999999995,4185.255999999999,4201.41,4208.077,4198.59,4189.487,4189.359,4201.282,4220.897,4213.59,4168.077,4201.923,4206.026,1_0
0,4182.692,3800.256,4178.974,4187.9490000000005,4235.769,4177.692,4178.974,4187.308,4193.59,4200.385,4193.59,4156.923,4189.615,4190.255999999999,1_0
0,4189.231,3803.333,4180.897,4195.513,4234.872,4193.462,4203.846,4197.0509999999995,4200.0,4213.462,4193.462,4163.462,4186.026,4193.974,1_0
0,4205.513,3822.179,4191.026,4211.282,4210.641,4222.0509999999995,4230.0,4212.692,4209.872,4227.821,4221.795,4188.333,4207.0509999999995,4217.821,1_0
0,4205.0,3818.462,4186.282,4202.692,4205.255999999999,4218.462,4217.692,4210.255999999999,4207.821,4225.769,4220.513,4187.308,4204.615,4216.795,1_0
0,4189.744000000001,3804.8720000000003,4177.0509999999995,4190.0,4214.103,4197.9490000000005,4195.641,4190.513,4191.538,4214.103,4197.0509999999995,4165.641,4178.205,4195.897,1_0
0,4182.179,3798.974,4176.538,4192.692,4204.487,4195.0,4200.897,4184.231,4180.897,4192.9490000000005,4192.9490000000005,4162.9490000000005,4170.641,4191.538,1_0
0,4188.59,3796.667,4179.487,4197.564,4193.974,4206.667,4214.744000000001,4193.462,4191.026,4195.0,4202.436,4174.231,4177.9490000000005,4200.641,1_0
0,4203.59,3813.333,4186.795,4206.538,4211.667,4218.846,4221.795,4206.667,4221.795,4225.897,4214.487,4184.872,4197.692,4213.59,1_0
0,4205.769,3824.744,4191.282,4205.897,4233.205,4216.923,4222.9490000000005,4203.718,4232.179,4236.538,4217.821,4177.179,4209.744000000001,4215.128,1_0
0,4195.255999999999,3815.0,4185.513,4197.692,4227.179,4204.615,4216.538,4189.487,4208.846,4224.487,4212.179,4154.744000000001,4190.513,4204.872,1_0
0,4198.077,3818.974,4182.308,4203.077,4215.513,4198.846,4200.769,4193.846,4198.077,4218.718,4212.179,4147.179,4181.795,4204.487,1_0
0,4204.487,3826.667,4185.769,4204.103,4206.795,4196.667,4193.59,4202.821,4203.077,4217.436,4217.179,4151.282,4204.359,4210.128,1_0
0,4202.436,3815.0,4186.923,4197.308,4212.179,4206.795,4210.0,4192.821,4209.744000000001,4225.641,4215.385,4152.436,4214.231,4208.333,1_0
0,4193.974,3805.1279999999997,4182.9490000000005,4193.077,4222.9490000000005,4205.0,4202.179,4173.205,4193.718,4224.744000000001,4197.692,4140.641,4187.692,4197.9490000000005,1_0
0,4187.692,3815.1279999999997,4181.41,4193.205,4182.308,4175.385,4174.744000000001,4173.205,4158.59,4196.282,4188.205,4127.821,4172.564,4192.179,1_0
0,4202.179,3837.308,4189.744000000001,4206.538,4156.538,4178.718,4190.513,4192.436,4169.359,4192.308,4205.128,4141.154,4194.103,4201.538,1_0
0,4221.795,3855.6409999999996,4198.462,4223.974,4224.103,4223.846,4228.077,4201.795,4215.0,4222.692,4215.385,4165.769,4202.9490000000005,4214.744000000001,1_0
0,4216.538,3856.026,4196.538,4219.487,4277.692,4236.154,4224.103,4196.795,4220.641,4229.615,4206.154,4166.667,4188.205,4216.154,1_0
0,4195.897,3837.949,4187.564,4199.103,4231.026,4201.282,4196.282,4183.718,4186.795,4200.641,4190.897,4142.0509999999995,4170.385,4201.154,1_0
0,4189.872,3833.974,4185.128,4196.923,4186.026,4182.9490000000005,4194.103,4176.667,4168.974,4178.846,4183.718,4129.103,4157.564,4191.282,1_0
0,4197.692,3847.821,4192.179,4208.974,4201.41,4199.487,4207.308,4185.385,4180.0,4189.231,4197.436,4143.077,4167.821,4200.513,1_0
0,4193.59,3843.718,4193.077,4203.718,4199.487,4201.026,4199.487,4190.769,4191.026,4192.436,4201.667,4143.846,4175.641,4200.128,1_0
0,4181.667,3831.667,4183.462,4193.077,4177.0509999999995,4183.974,4187.564,4188.718,4186.026,4181.667,4184.359,4127.179,4150.128,4188.462,1_0
0,4183.718,3839.8720000000003,4182.179,4194.744000000001,4192.0509999999995,4193.462,4196.154,4190.769,4178.59,4196.538,4181.154,4133.974,4137.821,4192.821,1_0
0,4191.41,3844.615,4189.487,4193.205,4215.255999999999,4203.974,4194.615,4185.0,4184.487,4210.513,4183.205,4142.821,4156.667,4194.744000000001,1_0
0,4186.538,3825.256,4186.026,4182.692,4205.255999999999,4184.615,4185.385,4176.923,4188.462,4184.744000000001,4169.872,4128.462,4158.077,4182.692,1_0
