EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
4198.333496,4202.436035,4217.820313,4197.820313,4190.769043,4204.230957,4202.179688,4205.641113000001,4201.282227000001,4233.205078,4200.256348,4214.743652,4206.410156,4213.461426
4207.94873,4205.897461,4215.512695,4197.94873,4199.358886999999,4212.692383,4198.461426,4198.589844,4204.358886999999,4238.974121,4199.102539,4215.128418,4201.794922,4214.102539
4218.717772999999,4210.641113000001,4218.974121,4199.230957,4200.897461,4212.820313,4203.717772999999,4206.794922,4217.436035,4248.974121,4205.256348,4227.179688,4233.205078,4222.94873
4220.641113000001,4216.666504,4225.897461,4206.153809,4200.256348,4214.743652,4214.487305,4225.128418,4228.846191,4255.769043,4217.179688,4237.436035,4246.666504,4232.692383
4217.05127,4216.410156,4221.922852000001,4206.538574,4200.897461,4218.846191,4209.230957,4224.487305,4224.871582,4252.05127,4215.384765999999,4229.358886999999,4222.179688,4228.333496
4216.922852000001,4214.102539,4220.512695,4206.922852000001,4202.436035,4222.307617,4203.205078,4214.871582,4217.05127,4247.94873,4202.563965,4221.410156,4201.025879,4222.563965
4224.743652,4220.641113000001,4230.0,4215.384765999999,4204.487305,4229.358886999999,4210.128418,4217.563965,4217.436035,4244.615234000001,4199.102539,4226.922852000001,4214.871582,4228.077147999999
4230.897461,4227.05127,4234.487305,4217.179688,4203.974121,4228.205078,4210.897461,4220.256348,4220.0,4241.410156,4203.974121,4231.410156,4253.974121,4232.94873
4229.487305,4226.922852000001,4231.282227000001,4213.333496,4200.384765999999,4217.820313,4201.153809,4215.897461,4217.563965,4244.358886999999,4203.589844,4228.846191,4287.179688,4230.512695
4228.205078,4229.230957,4232.436035,4216.153809,4200.641113000001,4213.717772999999,4198.333496,4212.307617,4216.282227000001,4246.794922,4204.102539,4228.205078,4304.487305,4231.922852000001
4232.436035,4232.692383,4237.179688,4221.410156,4203.077147999999,4215.641113000001,4204.743652,4213.974121,4220.512695,4250.897461,4211.922852000001,4236.153809,4317.436035,4239.487305
4234.102539,4232.820313,4239.102539,4222.307617,4203.974121,4214.871582,4213.077147999999,4219.871582,4228.589844,4261.153809,4218.589844,4242.436035,4304.615234000001,4241.538574
4226.666504,4227.179688,4236.282227000001,4220.0,4202.94873,4213.589844,4217.307617,4221.538574,4234.743652,4265.641113000001,4216.666504,4237.436035,4261.410156,4236.153809
4216.794922,4218.333496,4228.077147999999,4214.230957,4201.153809,4213.205078,4209.615234000001,4215.897461,4230.256348,4255.512695,4209.487305,4226.794922,4226.410156,4227.820313
4216.153809,4222.563965,4226.410156,4214.487305,4208.461426,4215.512695,4202.307617,4213.846191,4223.077147999999,4248.974121,4203.717772999999,4227.307617,4217.307617,4225.256348
4221.153809,4233.205078,4229.871582,4219.743652,4215.0,4219.102539,4204.230957,4215.769043,4220.0,4250.0,4201.794922,4230.897461,4222.692383,4228.717772999999
4218.205078,4227.692383,4230.0,4217.179688,4207.179688,4219.743652,4202.94873,4214.358886999999,4218.589844,4249.487305,4201.410156,4222.94873,4219.871582,4229.102539
4211.794922,4218.333496,4230.128418,4212.692383,4201.538574,4218.589844,4195.512695,4210.128418,4213.717772999999,4244.615234000001,4195.384765999999,4214.743652,4205.512695,4220.512695
4215.769043,4220.512695,4233.846191,4216.538574,4206.282227000001,4214.615234000001,4196.025879,4211.794922,4211.153809,4242.307617,4190.897461,4219.615234000001,4188.846191,4211.410156
4220.0,4222.94873,4236.794922,4219.230957,4210.769043,4215.897461,4204.358886999999,4220.641113000001,4220.769043,4253.589844,4198.589844,4228.205078,4166.666504,4215.256348
4211.410156,4218.974121,4231.410156,4214.615234000001,4213.333496,4220.512695,4200.256348,4217.179688,4220.0,4256.153809,4198.846191,4220.897461,4162.179688,4216.153809
4207.692383,4220.256348,4226.922852000001,4214.102539,4213.461426,4213.205078,4197.436035,4207.94873,4210.384765999999,4248.205078,4190.0,4213.589844,4180.512695,4215.128418
4220.769043,4232.563965,4235.0,4221.153809,4210.128418,4206.922852000001,4213.333496,4222.436035,4223.846191,4258.461426,4198.205078,4226.538574,4136.922852000001,4228.846191
4221.922852000001,4232.563965,4237.307617,4221.538574,4208.589844,4216.282227000001,4224.230957,4236.922852000001,4238.205078,4269.358886999999,4205.897461,4233.077147999999,4056.025635,4232.692383
4203.589844,4217.563965,4220.897461,4214.487305,4211.282227000001,4222.179688,4212.563965,4221.282227000001,4222.179688,4253.589844,4191.025879,4218.077147999999,4096.794922,4216.410156
4199.358886999999,4222.179688,4214.102539,4214.743652,4216.153809,4215.256348,4200.384765999999,4209.102539,4207.820313,4240.897461,4187.179688,4210.641113000001,4224.230957,4209.871582
4206.282227000001,4234.230957,4225.256348,4218.974121,4213.846191,4214.615234000001,4203.589844,4218.461426,4217.563965,4250.256348,4201.410156,4218.205078,4282.820313,4216.922852000001
4204.615234000001,4222.94873,4225.641113000001,4214.487305,4207.692383,4219.358886999999,4208.333496,4218.974121,4222.307617,4252.05127,4205.256348,4217.94873,4286.410156,4216.794922
4207.94873,4212.563965,4217.436035,4211.153809,4214.230957,4217.436035,4204.358886999999,4210.384765999999,4216.794922,4244.487305,4205.897461,4216.025879,4262.179688,4215.512695
4216.025879,4218.077147999999,4218.333496,4213.717772999999,4216.922852000001,4216.025879,4202.820313,4212.307617,4215.512695,4243.077147999999,4210.0,4220.384765999999,4213.205078,4218.974121
4213.333496,4217.179688,4220.512695,4207.692383,4202.563965,4217.179688,4208.333496,4215.512695,4215.641113000001,4243.717772999999,4208.717772999999,4220.512695,4219.358886999999,4217.307617
4203.589844,4212.94873,4218.461426,4200.128418,4201.025879,4214.743652,4206.666504,4210.641113000001,4217.05127,4242.692383,4208.974121,4216.025879,4267.563965,4212.820313
4201.666504,4216.922852000001,4218.974121,4208.461426,4218.205078,4214.358886999999,4199.230957,4207.05127,4218.205078,4245.128418,4215.512695,4217.94873,4278.205078,4213.974121
4208.974121,4217.563965,4219.102539,4216.666504,4220.384765999999,4216.410156,4200.384765999999,4212.563965,4218.717772999999,4249.358886999999,4217.692383,4224.743652,4254.230957,4217.94873
4210.641113000001,4216.922852000001,4215.641113000001,4212.179688,4207.692383,4211.153809,4204.487305,4216.922852000001,4219.615234000001,4247.94873,4213.333496,4223.205078,4236.153809,4214.615234000001
4208.717772999999,4221.666504,4216.410156,4212.94873,4211.410156,4210.0,4201.153809,4211.794922,4218.205078,4244.487305,4214.102539,4215.256348,4237.179688,4211.410156
4207.692383,4221.153809,4218.717772999999,4214.743652,4217.179688,4217.563965,4199.871582,4208.974121,4217.05127,4239.743652,4214.230957,4212.307617,4221.153809,4210.128418
4204.358886999999,4214.743652,4213.077147999999,4206.025879,4207.563965,4216.025879,4207.307617,4213.846191,4218.077147999999,4231.410156,4206.666504,4214.230957,4191.153809,4207.179688
4201.025879,4216.538574,4211.282227000001,4202.94873,4202.563965,4211.153809,4215.897461,4216.410156,4218.077147999999,4229.358886999999,4208.846191,4217.820313,4200.641113000001,4212.307617
4200.769043,4219.871582,4215.384765999999,4205.384765999999,4205.641113000001,4215.256348,4213.077147999999,4214.487305,4213.846191,4230.641113000001,4215.641113000001,4219.230957,4215.128418,4218.974121
4199.487305,4215.512695,4212.94873,4202.94873,4206.282227000001,4218.846191,4206.538574,4213.333496,4212.179688,4228.717772999999,4207.05127,4216.282227000001,4189.743652,4215.384765999999
4200.641113000001,4219.102539,4212.94873,4205.256348,4212.820313,4217.563965,4208.333496,4214.358886999999,4216.153809,4227.94873,4201.282227000001,4215.512695,4229.743652,4214.102539
4198.333496,4220.897461,4211.282227000001,4209.487305,4221.410156,4218.333496,4207.307617,4215.0,4215.512695,4224.871582,4207.692383,4214.102539,4309.615234000001,4211.922852000001
4188.461426,4208.589844,4201.666504,4201.922852000001,4212.820313,4220.128418,4205.128418,4215.384765999999,4211.538574,4216.666504,4205.256348,4209.615234000001,4304.358886999999,4202.307617
4191.794922,4204.743652,4202.05127,4197.692383,4203.333496,4218.589844,4211.922852000001,4216.922852000001,4215.512695,4219.487305,4201.282227000001,4213.205078,4283.974121,4206.410156
4202.436035,4210.512695,4209.615234000001,4201.153809,4203.333496,4210.769043,4212.05127,4218.077147999999,4217.94873,4228.205078,4205.769043,4216.282227000001,4280.512695,4216.025879
4199.743652,4211.794922,4206.410156,4201.153809,4200.641113000001,4202.179688,4201.153809,4211.666504,4208.589844,4224.615234000001,4202.307617,4211.410156,4250.256348,4211.410156
4194.102539,4212.179688,4203.589844,4201.153809,4199.871582,4201.410156,4201.666504,4204.871582,4205.0,4223.717772999999,4198.974121,4209.615234000001,4250.0,4207.94873
4190.0,4208.461426,4206.282227000001,4200.512695,4201.410156,4205.641113000001,4207.563965,4209.230957,4213.333496,4230.384765999999,4203.461426,4207.436035,4289.743652,4208.461426
4184.615234000001,4199.487305,4201.922852000001,4198.717772999999,4202.307617,4211.153809,4204.615234000001,4217.05127,4215.769043,4228.205078,4203.333496,4199.615234000001,4284.102539,4202.94873
4184.871582,4199.102539,4198.717772999999,4201.153809,4204.358886999999,4219.487305,4209.358886999999,4219.743652,4213.077147999999,4225.512695,4198.717772999999,4199.102539,4260.641113000001,4199.743652
4187.563965,4202.692383,4198.974121,4197.436035,4200.897461,4220.384765999999,4218.717772999999,4220.512695,4216.538574,4229.358886999999,4197.94873,4202.436035,4272.179688,4203.461426
4185.384765999999,4197.05127,4196.922852000001,4188.205078,4197.820313,4215.641113000001,4218.846191,4219.358886999999,4217.05127,4230.641113000001,4200.384765999999,4201.282227000001,4256.282227000001,4202.692383
4186.153809,4197.692383,4196.153809,4191.410156,4210.0,4219.615234000001,4210.0,4214.358886999999,4210.0,4229.230957,4200.769043,4202.436035,4236.538574,4203.461426
4191.666504,4207.692383,4198.589844,4202.692383,4212.436035,4220.256348,4204.102539,4210.641113000001,4211.025879,4233.077147999999,4201.794922,4203.717772999999,4247.05127,4208.717772999999
4193.846191,4211.794922,4205.0,4202.05127,4192.307617,4215.641113000001,4209.871582,4210.0,4215.769043,4233.077147999999,4201.153809,4204.358886999999,4239.871582,4206.153809
4195.769043,4213.846191,4214.487305,4201.410156,4189.615234000001,4224.358886999999,4212.820313,4211.922852000001,4216.794922,4230.769043,4198.974121,4208.974121,4214.102539,4206.282227000001
4200.897461,4218.589844,4220.0,4209.487305,4204.230957,4232.563965,4207.307617,4215.641113000001,4219.102539,4234.871582,4200.897461,4214.871582,4211.922852000001,4209.743652
4203.333496,4217.307617,4216.922852000001,4208.205078,4202.436035,4221.794922,4204.230957,4215.641113000001,4218.717772999999,4234.487305,4200.641113000001,4215.512695,4225.128418,4206.794922
4202.05127,4214.230957,4215.384765999999,4203.461426,4195.641113000001,4213.461426,4202.820313,4213.589844,4211.794922,4230.641113000001,4196.922852000001,4214.615234000001,4225.128418,4207.307617
4203.205078,4212.94873,4218.974121,4207.05127,4199.358886999999,4215.0,4203.333496,4214.102539,4213.205078,4232.05127,4198.846191,4215.769043,4221.410156,4216.282227000001
4203.717772999999,4208.717772999999,4216.025879,4206.666504,4200.0,4214.358886999999,4212.563965,4217.436035,4216.410156,4233.589844,4200.512695,4215.769043,4207.820313,4216.922852000001
4201.025879,4208.589844,4211.538574,4201.922852000001,4198.846191,4218.846191,4215.897461,4213.333496,4208.846191,4231.410156,4197.692383,4215.128418,4196.153809,4210.128418
4202.692383,4212.94873,4214.358886999999,4202.05127,4200.769043,4221.025879,4203.333496,4206.538574,4205.641113000001,4226.153809,4199.871582,4212.179688,4222.179688,4212.94873
