EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4
4200.256348,4191.922852000001,4194.102539,4203.205078,4181.538574,4185.769043,4190.0,4210.769043,4181.922852000001,4192.94873,4177.820313,4167.436035,4186.282227000001,4186.538574
4194.102539,4191.538574,4185.0,4196.153809,4186.153809,4188.333496,4189.743652,4220.384765999999,4181.025879,4190.897461,4180.384765999999,4171.410156,4189.230957,4187.692383
4202.179688,4199.487305,4191.282227000001,4201.282227000001,4190.641113000001,4201.922852000001,4195.384765999999,4222.179688,4193.974121,4202.820313,4190.512695,4181.922852000001,4197.05127,4196.025879
4206.153809,4194.871582,4194.230957,4197.436035,4184.230957,4197.94873,4190.128418,4212.692383,4190.128418,4196.666504,4188.461426,4180.769043,4189.230957,4194.871582
4201.666504,4187.563965,4189.358886999999,4191.025879,4179.487305,4193.077147999999,4183.846191,4207.94873,4177.563965,4184.230957,4182.820313,4171.538574,4180.128418,4188.461426
4203.333496,4191.666504,4194.102539,4197.563965,4184.230957,4199.358886999999,4187.179688,4215.512695,4184.487305,4195.641113000001,4191.410156,4176.282227000001,4189.871582,4195.256348
4207.94873,4192.179688,4198.333496,4198.461426,4186.410156,4198.077147999999,4193.205078,4219.102539,4191.538574,4205.897461,4197.05127,4184.487305,4193.077147999999,4200.384765999999
4205.769043,4187.307617,4194.615234000001,4193.205078,4185.384765999999,4190.897461,4191.666504,4207.307617,4186.794922,4202.94873,4193.717772999999,4176.666504,4183.461426,4194.102539
4203.974121,4188.205078,4194.358886999999,4194.615234000001,4185.0,4188.333496,4179.358886999999,4195.769043,4181.410156,4202.05127,4192.05127,4172.563965,4180.769043,4189.102539
4207.820313,4190.256348,4198.461426,4198.333496,4185.512695,4186.025879,4179.230957,4203.717772999999,4183.333496,4203.461426,4195.128418,4181.794922,4187.179688,4190.384765999999
4207.94873,4188.333496,4199.487305,4198.333496,4182.563965,4182.94873,4192.692383,4219.102539,4191.922852000001,4202.179688,4197.692383,4184.743652,4186.282227000001,4190.769043
4208.461426,4193.974121,4200.0,4201.410156,4179.615234000001,4187.94873,4191.666504,4220.769043,4198.717772999999,4203.846191,4201.794922,4182.692383,4182.179688,4192.563965
4209.615234000001,4198.846191,4198.717772999999,4201.025879,4182.94873,4192.563965,4183.333496,4210.128418,4192.307617,4200.256348,4202.307617,4179.743652,4182.436035,4192.692383
4203.205078,4189.358886999999,4190.641113000001,4189.487305,4180.769043,4179.743652,4181.922852000001,4206.922852000001,4183.333496,4187.05127,4195.641113000001,4173.461426,4174.871582,4184.358886999999
4198.974121,4187.692383,4189.615234000001,4189.743652,4178.333496,4174.230957,4182.179688,4217.94873,4187.307617,4184.871582,4195.128418,4170.897461,4163.846191,4184.230957
4202.563965,4200.897461,4196.410156,4202.179688,4186.666504,4190.897461,4182.692383,4213.846191,4190.384765999999,4193.717772999999,4199.487305,4175.384765999999,4164.871582,4190.769043
4199.743652,4202.307617,4195.769043,4200.897461,4190.512695,4194.230957,4181.410156,4196.282227000001,4183.589844,4192.436035,4196.025879,4174.871582,4168.589844,4186.794922
4189.102539,4190.641113000001,4189.358886999999,4188.589844,4186.153809,4185.384765999999,4183.077147999999,4205.128418,4180.769043,4186.794922,4190.128418,4168.333496,4159.358886999999,4179.230957
4187.307617,4189.230957,4188.589844,4185.512695,4184.615234000001,4187.05127,4183.974121,4221.410156,4183.846191,4192.820313,4194.487305,4169.615234000001,4162.692383,4181.538574
4193.717772999999,4197.05127,4195.256348,4194.102539,4187.563965,4185.384765999999,4178.333496,4213.717772999999,4185.897461,4200.897461,4206.538574,4182.563965,4190.0,4189.230957
4192.563965,4193.846191,4193.589844,4193.589844,4186.410156,4179.102539,4178.717772999999,4206.153809,4179.871582,4193.974121,4203.974121,4186.922852000001,4195.512695,4186.153809
4186.025879,4185.256348,4183.461426,4186.282227000001,4185.641113000001,4184.743652,4177.563965,4203.717772999999,4166.794922,4178.333496,4188.846191,4175.256348,4177.307617,4176.153809
4188.846191,4193.333496,4188.333496,4194.358886999999,4195.0,4189.615234000001,4165.256348,4201.153809,4168.333496,4181.538574,4191.538574,4175.769043,4195.256348,4179.358886999999
4191.666504,4200.128418,4195.897461,4200.512695,4195.897461,4179.487305,4163.974121,4195.128418,4174.102539,4190.641113000001,4199.743652,4184.615234000001,4237.436035,4184.230957
4189.358886999999,4192.179688,4193.461426,4191.410156,4183.077147999999,4177.692383,4175.897461,4187.563965,4167.692383,4181.153809,4190.769043,4180.128418,4250.769043,4177.05127
4195.0,4191.410156,4195.256348,4192.179688,4179.358886999999,4184.230957,4175.512695,4197.94873,4170.0,4173.461426,4185.512695,4177.436035,4243.589844,4176.538574
4202.820313,4200.128418,4201.410156,4199.871582,4188.205078,4180.897461,4169.871582,4210.256348,4179.102539,4181.922852000001,4192.820313,4185.256348,4242.692383,4187.820313
